"graph.class.parameter","vertex.entropy","degree.entropy","betweenness.entropy","clustering.coefficient.entropy","sd.vertex.entropy","sd.degree.entropy","sd.betweenness.entropy","sd.clustering.coefficient.entropy","d.degree","d.betweenness","d.clustering.coefficient","sd.degree","sd.betweenness","sd.clustering.coefficient","graph.class.name", "num.nodes"
1,0.937834925983221,2.30501691400687,2.91458280018838,3.09871309583699,0.04789354570714,0.578659059447533,0.269215430935279,0.810052412912964,33.32,16.44,0.822550018676241,7.38005609121821,19.5269970884028,0.107136154222189,"preferential.attachment", 50
1.02020202020202,0.93668842337905,2.29475025524492,2.90594088513842,3.09989691018647,0.0555379804857577,0.560921509951198,0.293954754798453,0.80922222706542,33.32,16.5572,0.822241264439419,7.3254325900564,21.0084019579399,0.105691267766504,"preferential.attachment", 50
1.04040404040404,0.937083265851652,2.2521147887895,2.89580751112148,3.08535662553715,0.0541959169746237,0.564647518084887,0.271195284525337,0.810521271439187,33.32,16.2436,0.830429877750292,7.50379782809146,20.7985782631036,0.108952492833817,"preferential.attachment", 50
1.06060606060606,0.937308273289061,2.25880259284717,2.89395442340508,3.08898383373811,0.0449869964724472,0.583610808698293,0.322349481846378,0.810432445498741,33.32,15.9916,0.834804583250432,7.57701382518608,19.1348170388759,0.110669235723608,"preferential.attachment", 50
1.08080808080808,0.936144870725518,2.25616723374478,2.88910115575406,3.08154168009048,0.0565750501821992,0.547488935846692,0.292893342887524,0.811403606517607,33.32,16.1248,0.836581270330004,7.59959698599125,20.3595118737505,0.1111541776345,"preferential.attachment", 50
1.1010101010101,0.937682207853096,2.22521321813412,2.87637866471012,3.08071823382882,0.0454012362638349,0.5697412724242,0.325992367843195,0.813696555122247,33.32,15.9832,0.840602877553561,7.66943342066534,19.8168388956459,0.111575798763087,"preferential.attachment", 50
1.12121212121212,0.93827555074901,2.20073580221198,2.83592548939242,3.06148909002994,0.0424420554589061,0.566974991216094,0.378371912975112,0.81572396747866,33.32,15.5828,0.845007781100944,7.78888656296274,19.7741004321706,0.113997748871077,"preferential.attachment", 50
1.14141414141414,0.936125051650022,2.24216991489046,2.86996598816458,3.07712341943467,0.0526340840397841,0.553207373722947,0.313317836980621,0.808220924240578,33.32,15.22,0.842888701225785,7.78736843146126,19.197710458704,0.115146318135215,"preferential.attachment", 50
1.16161616161616,0.93811278130234,2.2081175217585,2.83073029322132,3.07610895546511,0.0421668715403913,0.537854371050531,0.33820278767804,0.806513456116122,33.32,15.296,0.844962892709151,7.86506073039603,19.4698662627544,0.11570015823803,"preferential.attachment", 50
1.18181818181818,0.938696138896611,2.23147705834278,2.85405536720514,3.07909859678282,0.0410106057039051,0.554685136784363,0.332704991903313,0.809659236201355,33.32,15.5128,0.84836477223664,7.82932166943116,19.473440749155,0.115351567268282,"preferential.attachment", 50
